3.628000000000000114e+01,3.998139871366147702e+01
2.014000000000000057e+01,4.464114429575006682e+01
4.610000000000000320e+00,3.822249934815067718e+01
3.359000000000000341e+01,3.766658717875793627e+01
2.964000000000000057e+01,3.684610123119423974e+01
1.978999999999999915e+01,4.397362012047413060e+01
3.720000000000000195e+00,3.908750578406660026e+01
3.578000000000000114e+01,4.259976911112691766e+01
3.957000000000000028e+01,4.515882900073970063e+01
3.292999999999999972e+01,3.820819432469785681e+01
2.625000000000000000e+01,3.131621095309827751e+01
1.671000000000000085e+01,3.012877489140936405e+01
1.846000000000000085e+01,3.763576260535000984e+01
1.241000000000000014e+01,2.969802980483932231e+01
2.169999999999999929e+01,3.956785653936100999e+01
5.332999999999999829e+01,6.007050138670177830e+01
2.878999999999999915e+01,3.662900069715468732e+01
1.798000000000000043e+01,3.601219663839110297e+01
2.460999999999999943e+01,3.765731053008155271e+01
2.135000000000000142e+01,3.680429370233442654e+01
2.573999999999999844e+01,3.760607623252050757e+01
2.228000000000000114e+01,2.984690438217963049e+01
1.710999999999999943e+01,5.125683218171738531e+01
2.914999999999999858e+01,4.381324124859856539e+01
2.542000000000000171e+01,4.647588372926409761e+01
3.039000000000000057e+01,3.677136810699197156e+01
