4.742999999999999972e+01,1.969618833957619586e+01
2.867999999999999972e+01,2.390519612011966188e+01
3.245000000000000284e+01,1.683951529935823643e+01
2.539000000000000057e+01,2.650379901395799465e+01
4.282000000000000028e+01,2.186141455667539901e+01
2.953000000000000114e+01,2.591415878310140997e+01
2.992000000000000171e+01,1.879411385226975284e+01
4.654999999999999716e+01,2.749812099358349826e+01
4.160999999999999943e+01,2.769902457104648974e+01
4.931000000000000227e+01,2.689670075362909074e+01
6.103000000000000114e+01,2.967916409765536656e+01
7.020999999999999375e+01,2.928852490634628936e+01
4.411999999999999744e+01,2.083019272657088194e+01
5.985000000000000142e+01,2.395670083596194644e+01
4.475000000000000000e+01,2.266123373719813117e+01
1.571000000000000085e+01,4.729389175781285815e+00
3.417999999999999972e+01,2.207311391288483193e+01
4.400000000000000000e+01,2.802939337686077081e+01
4.024000000000000199e+01,1.810223237070947278e+01
5.134000000000000341e+01,1.751242081244333093e+01
4.742000000000000171e+01,2.721143339744401146e+01
5.546000000000000085e+01,3.453746937186107857e+01
5.846000000000000085e+01,4.356643285748437222e+01
4.125000000000000000e+01,2.516228877978318579e+01
4.510000000000000142e+01,2.185893823039787875e+01
3.935000000000000142e+01,2.287255060304570620e+01
