0.000000000000000000e+00,5.644624411638225758e-02,1.801448838953222657e-06,2.747279664615802808e-05,8.075911550526735164e-03,1.963073831089156676e-05,1.621103319536406056e-03,5.173794935667017786e-02,1.018386732021291513e-01,1.610657395549489890e-01,6.238885659401956219e-02,2.514519366284777985e-02,8.481910423059965121e-01,1.455872485156137486e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.700026141939675259e-02,5.990034552577375333e-03,3.276995749418304960e-01,1.614459621430948677e-01,9.276773174238832631e-01,9.302342956463299783e-01,1.432543438394457969e-01,3.948102154659349772e-01,4.604638471163199909e-01,4.700871787796713219e-01,6.748834030217559787e-01,4.397046221239625519e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.569464062111927508e-04,1.126452157672515331e-01,9.821199536493442628e-03,1.731122671827905468e-01,3.157201683285716931e-01,2.690178604477762581e-01,7.146880908149093603e-01,4.970560848078876548e-01,8.202293111962066785e-02,5.742894021216038425e-01,1.777593479062734294e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.143468045509786091e-01,2.174838717941319013e-02,5.651545781884954184e-02,7.992068540627222939e-02,1.333504633512687942e-01,7.573643442273314541e-01,9.020302416775074494e-01,8.914038983513220549e-01,2.429571807736240763e-01,7.566703172924775511e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.283661541667202371e-03,9.225396790945465664e-03,5.776361712383590863e-01,5.093695095092931613e-01,7.691097786785781876e-02,3.469128455132494335e-03,9.146422966692247924e-04,2.951161966098308498e-01,9.318735887600637646e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.547960188515928480e-03,4.037239393568319290e-01,8.073756240298346487e-02,1.192248101385750686e-01,2.069012196147044635e-03,9.209377146593179797e-03,5.187094219799953665e-01,5.609793655989863126e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.505210829647296772e-02,5.499834619476666742e-01,5.980814910711718113e-02,2.159431428091547901e-04,9.869826244756641984e-03,3.819374242220513471e-01,3.532275068950295749e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.138219750633730154e-01,2.666838259160086641e-02,3.953193076678239715e-01,4.578454714519574198e-01,1.416612135102787995e-01,2.243760631672183925e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.913631245913143916e-03,9.557325457567612537e-01,4.544074871643374869e-01,5.982131566531790900e-01,3.297250484190301645e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.223580565848402524e-01,1.450476331443576600e-02,6.401795377209814619e-01,3.883880000672926824e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.394050519928793743e-04,7.988727822844690074e-01,9.338871431260905576e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.369791091143310990e-01,8.483174310403316376e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.707791683557834395e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
